loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
3874,29,1,Aadhar,684756,952920,0,0,0,0
3875,28,2,VoterID,496728,984600,0,0,0,0
3876,42,2,Aadhar,933012,1357200,9,4,0,0
3877,24,2,VoterID,790584,1239744,0,0,0,0
3878,40,2,Aadhar,710484,965532,0,0,0,0
3879,40,2,Aadhar,1127880,1302000,7,6,0,0
3880,44,1,Aadhar,734964,838476,8,2,0,0
3881,40,1,Aadhar,242400,561552,0,0,0,1
3882,37,2,VoterID,923556,1883904,0,0,0,0
3883,31,1,Aadhar,675756,775212,8,4,0,1
3884,39,1,PAN,504528,837096,8,3,0,0
3885,42,1,Aadhar,618936,745404,0,0,0,0
3886,29,1,Aadhar,792984,1007256,3,2,0,0
3887,27,2,Aadhar,654984,865380,2,0,0,1
3888,37,2,Aadhar,687108,849264,0,0,0,0
3889,27,2,Aadhar,520728,715884,0,0,0,1
3890,35,2,VoterID,556188,868800,0,0,0,0
3891,34,1,Aadhar,681108,787200,6,4,0,0
3892,40,2,VoterID,588936,785484,10,5,1,1
3893,37,1,Aadhar,641736,737640,0,0,0,0
3894,43,1,VoterID,630156,942900,12,3,0,1
3895,37,1,Aadhar,696156,962412,3,2,0,0
3896,28,1,Aadhar,776028,986340,19,5,0,0
3897,25,1,Aadhar,496728,594756,0,0,0,1
3898,31,1,Aadhar,656556,756024,0,0,0,0
3899,47,2,Aadhar,624936,813600,5,4,0,1
3900,24,,Aadhar,600936,840000,2,0,0,1
3901,26,1,Aadhar,806028,1018836,0,0,0,0
3902,28,2,Aadhar,474024,1311684,0,0,0,0
3903,32,1,PAN,800184,1180500,0,0,0,0
3904,48,2,Aadhar,505128,818256,0,0,0,0
3905,36,2,Aadhar,547740,844656,3,3,0,1
3906,29,1,Aadhar,631356,936204,3,3,0,0
3907,28,2,Aadhar,484728,880584,0,0,0,0
3908,25,1,Aadhar,903012,1242276,0,0,0,0
3909,33,1,Aadhar,802704,967200,2,0,0,0
3910,35,1,Aadhar,822828,944304,0,0,0,0
3911,42,2,Aadhar,719364,821256,0,0,0,0
3912,30,1,Aadhar,954756,1301700,0,0,0,0
3913,50,2,Aadhar,663108,763164,2,2,0,0
3914,34,1,Aadhar,864204,1136400,5,5,0,0
3915,25,1,Aadhar,437268,724620,0,0,0,0
3916,48,1,Aadhar,968796,1246320,0,0,0,1
3917,30,1,Aadhar,670308,756912,7,6,0,1
3918,45,2,Aadhar,648936,826800,7,4,0,0
3919,29,1,Aadhar,849804,1295580,0,0,0,0
3920,47,2,Aadhar,545964,714000,0,0,0,0
3921,31,1,PAN,711636,1135680,0,0,0,1
3922,25,1,Aadhar,285144,738240,0,0,0,0
3923,36,1,Aadhar,603960,737676,0,0,0,0
3924,43,,Aadhar,750156,908304,8,4,0,0
3925,45,2,Aadhar,716556,870804,0,0,0,0
3926,46,1,Aadhar,696156,804900,0,0,0,0
3927,31,1,Aadhar,742164,888000,3,2,0,0
3928,48,2,Aadhar,666156,936000,3,2,0,0
3929,25,2,Aadhar,645636,739356,0,0,0,1
3930,39,1,Aadhar,667908,810648,4,4,0,0
3931,37,2,Aadhar,1124280,1452024,0,0,0,1
3932,36,1,Aadhar,568188,673884,5,2,0,0
3933,32,2,Aadhar,861312,1164912,0,0,0,1
3934,34,2,Aadhar,1636620,2418924,0,0,0,0
3935,37,2,VoterID,744564,955020,0,0,0,1
3936,35,2,Aadhar,746760,898344,0,0,0,0
3937,29,1,Aadhar,627636,725688,0,0,0,1
3938,25,1,Aadhar,792984,1017096,0,0,0,1
3939,34,2,VoterID,713364,979272,0,0,0,1
3940,32,1,Aadhar,708156,907680,0,0,0,0
3941,35,2,Aadhar,879804,1535196,0,0,0,0
3942,44,1,Aadhar,645600,773676,0,0,0,1
3943,39,2,Aadhar,678600,787644,9,9,0,0
3944,28,2,Aadhar,591636,780072,0,0,0,1
3945,41,1,Aadhar,802428,913908,0,0,0,0
3946,45,2,Driving,921012,1299372,0,0,0,0
3947,24,,Aadhar,507600,1183020,0,0,0,0
3948,41,2,VoterID,668556,850524,0,0,0,1
3949,24,,Aadhar,731364,927024,0,0,0,0
3950,34,2,Aadhar,693108,800748,0,0,0,0
3951,30,2,Aadhar,1530432,2280804,5,3,0,0
3952,26,2,Aadhar,818028,1051200,0,0,0,1
3953,25,2,PAN,772584,1208100,0,0,0,1
3954,27,1,Aadhar,687756,888000,0,0,0,0
3955,35,2,Aadhar,770556,1136592,3,3,0,1
3956,29,1,Aadhar,574188,793992,9,7,0,1
3957,41,2,Aadhar,615636,854400,0,0,0,0
3958,36,1,Aadhar,696156,917400,4,4,0,0
3959,37,2,Aadhar,606036,913200,2,0,0,1
3960,40,2,VoterID,861804,1255620,0,0,0,0
3961,28,2,Aadhar,514728,741048,2,0,0,0
3962,31,1,Aadhar,654156,787680,0,0,0,1
3963,46,1,Aadhar,756744,1170000,3,3,0,0
3964,39,1,Aadhar,636636,808464,0,0,0,0
3965,29,1,Aadhar,802584,983640,0,0,0,1
3966,45,1,Aadhar,654708,887448,0,0,0,0
3967,33,2,Aadhar,773628,897936,3,2,0,0
3968,30,1,Aadhar,742956,941352,0,0,0,0
3969,46,1,Aadhar,663108,813600,0,0,0,1
3970,25,1,Aadhar,694800,859272,0,0,0,0
3971,48,2,Aadhar,694956,797316,0,0,0,0
3972,31,1,Aadhar,630096,819036,0,0,0,0
3973,40,2,Aadhar,671592,843468,0,0,0,1
3974,45,2,Aadhar,627336,810984,8,2,0,1
3975,49,2,Aadhar,702156,930228,0,0,0,1
3976,43,1,PAN,645948,1092840,10,5,0,0
3977,26,1,Aadhar,855804,1140000,0,0,0,0
3978,29,1,Aadhar,885804,1200696,8,5,0,0
3979,31,2,PAN,744864,1125012,0,0,0,0
3980,41,1,Aadhar,671508,772572,5,2,0,1
3981,46,2,Aadhar,520728,838260,0,0,0,0
3982,48,2,Aadhar,580188,824520,21,9,1,0
3983,30,1,VoterID,591636,768480,0,0,0,0
3984,36,2,Aadhar,687108,800700,0,0,0,1
3985,33,1,Aadhar,647748,783048,0,0,0,1
3986,34,1,Aadhar,853824,1056000,0,0,0,0
3987,34,2,Aadhar,640836,829260,3,2,0,0
3988,32,2,Aadhar,580188,768804,2,2,0,0
3989,48,2,Aadhar,568188,901116,0,0,0,0
3990,44,1,Aadhar,591636,768600,8,4,1,0
3991,39,1,Aadhar,673356,818340,6,4,0,1
3992,41,1,Aadhar,544188,740412,0,0,0,0
3993,35,2,Aadhar,731556,958068,6,5,0,1
3994,44,2,VoterID,896016,1219068,0,0,0,1
3995,26,2,VoterID,1098660,1510200,0,0,0,1
3996,48,2,Aadhar,664308,844260,0,0,0,0
3997,27,1,Aadhar,1004112,1364748,0,0,0,0
3998,34,2,Aadhar,616836,773916,0,0,0,0
3999,49,1,Aadhar,614436,755400,0,0,0,0
4000,22,,VoterID,536940,796860,0,0,0,0
4001,27,2,Aadhar,556188,776112,0,0,0,0
4002,47,2,VoterID,665748,808464,3,2,0,1
4003,43,1,Aadhar,607236,918912,4,0,0,1
4004,36,2,Aadhar,473268,753120,9,5,0,0
4005,44,1,Aadhar,713364,1069356,7,4,0,0
4006,46,1,Aadhar,720000,864492,15,6,0,0
4007,33,1,Aadhar,610836,818520,0,0,0,0
4008,31,2,VoterID,734556,1044144,3,2,0,1
4009,36,2,Aadhar,800028,1027716,2,2,0,0
4010,31,2,Aadhar,799428,1975176,0,0,0,1
4011,31,1,Aadhar,654108,805296,0,0,0,0
4012,43,1,Aadhar,615636,843768,2,2,0,1
4013,46,2,Aadhar,1008384,1368000,8,8,0,0
4014,40,1,Aadhar,512328,732000,4,3,0,1
4015,31,1,Aadhar,561552,757800,0,0,0,1
4016,33,1,Aadhar,627636,935964,12,4,0,0
4017,36,2,Aadhar,593736,743280,0,0,0,1
4018,40,2,Aadhar,648936,820080,2,0,0,0
4019,45,2,Aadhar,617136,766752,0,0,0,1
4020,33,2,Aadhar,633636,913200,0,0,0,0
4021,38,2,Aadhar,532728,783696,2,2,0,0
4022,44,2,VoterID,826320,948516,0,0,0,1
4023,27,1,Aadhar,738156,947556,0,0,0,0
4024,39,1,Aadhar,538188,739428,2,2,0,1
4025,45,2,Aadhar,692556,800280,5,5,1,0
4026,37,1,Aadhar,576588,809712,8,6,1,0
4027,34,2,Aadhar,872604,1328880,3,3,0,1
4028,35,2,Aadhar,649236,750048,0,0,0,0
4029,27,1,Aadhar,496728,712632,0,0,0,0
4030,49,2,Aadhar,606936,727044,0,0,0,1
4031,41,1,Aadhar,627036,920196,27,8,0,0
4032,50,2,Aadhar,699108,888360,15,8,0,1
4033,44,1,Aadhar,559740,729792,2,0,0,1
4034,41,1,Aadhar,721764,819600,0,0,0,1
4035,38,1,Aadhar,663108,832020,6,0,0,0
4036,30,2,Aadhar,625716,754536,0,0,0,1
4037,44,2,Aadhar,947832,1298400,0,0,0,0
4038,34,2,Aadhar,615336,769344,0,0,0,1
4039,24,2,Aadhar,461256,906000,2,2,0,1
4040,30,2,Aadhar,672156,780000,0,0,0,0
4041,39,2,Aadhar,476328,620400,0,0,0,1
4042,45,2,Aadhar,758376,911304,5,3,0,0
4043,38,1,Aadhar,699108,840264,10,4,0,0
4044,34,2,Aadhar,675156,1082496,2,2,0,0
4045,32,2,Aadhar,540216,661416,0,0,0,1
4046,37,2,Aadhar,1385016,2079924,0,0,0,0
4047,34,2,Aadhar,861804,1381800,0,0,0,0
4048,48,1,Aadhar,669036,782148,7,5,0,0
4049,46,2,Aadhar,681756,1013016,0,0,0,1
4050,26,1,Aadhar,789228,1020624,2,2,0,1
4051,41,1,Aadhar,473268,802764,12,9,1,0
4052,36,2,Aadhar,898392,1207320,2,2,0,0
4053,32,1,Aadhar,688308,861480,9,4,0,0
4054,27,1,Aadhar,870204,1428456,0,0,0,0
4055,47,2,PAN,689436,1136328,2,2,0,0
4056,40,1,Aadhar,685908,804012,5,2,0,0
4057,49,2,Aadhar,610836,840000,18,6,1,0
4058,33,1,Aadhar,711108,812268,12,4,0,0
4059,48,1,Aadhar,612936,838212,0,0,0,0
4060,36,1,Aadhar,729600,788508,11,5,0,1
4061,44,2,Aadhar,774984,889008,4,0,0,0
4062,31,1,Aadhar,538188,925872,0,0,0,1
4063,26,1,Aadhar,867804,1045200,2,2,0,1
4064,41,2,VoterID,1168044,1966164,3,0,0,0
4065,34,2,Aadhar,703128,863232,0,0,0,1
4066,48,1,Aadhar,674400,842412,0,0,0,1
4067,27,2,Aadhar,732564,894000,0,0,0,1
4068,43,1,Aadhar,749364,918924,0,0,0,0
4069,37,2,Aadhar,441300,793992,0,0,0,0
4070,36,2,Aadhar,612036,776568,3,2,0,0
4071,30,2,Aadhar,359808,577728,3,2,0,0
4072,43,2,Aadhar,772584,942000,12,3,0,1
4073,43,2,Aadhar,416268,936000,2,0,0,1
4074,38,2,Aadhar,682800,807120,0,0,0,1
4075,29,2,Driving,731364,852660,3,3,0,0
4076,26,1,Aadhar,532728,854400,0,0,0,1
4077,32,2,Aadhar,719364,1083084,2,0,0,1
4078,46,2,VoterID,402588,822888,2,2,0,0
4079,26,1,Aadhar,529428,776700,4,2,0,1
4080,34,2,Aadhar,470532,911208,0,0,0,1
4081,30,1,Aadhar,699108,837864,0,0,0,1
4082,34,2,Aadhar,532728,725352,7,2,0,1
4083,46,2,Aadhar,587436,795072,3,3,0,0
4084,49,2,Aadhar,708864,873876,4,3,0,0
4085,25,1,VoterID,604140,787200,2,2,0,0
4086,34,2,Aadhar,678108,978000,14,9,0,1
4087,40,2,Aadhar,534132,813492,9,6,0,0
4088,37,2,VoterID,855804,1207032,0,0,0,1
4089,38,2,Aadhar,559188,995100,2,0,0,0
4090,32,1,Aadhar,508728,833472,10,7,0,0
4091,41,2,VoterID,831804,945600,4,4,0,1
4092,29,2,Aadhar,687108,1162440,0,0,0,0
4093,33,2,Aadhar,639636,871284,0,0,0,1
4094,41,2,Aadhar,614436,800928,0,0,0,0
4095,35,1,Aadhar,609636,776136,3,3,0,0
4096,25,2,VoterID,615636,854760,0,0,0,0
4097,37,2,Aadhar,597480,873972,17,12,0,0
4098,36,2,Aadhar,622836,847800,2,0,0,1
4099,27,1,Aadhar,825384,1022292,0,0,0,1
4100,31,2,Aadhar,377808,826920,0,0,0,1
4101,42,1,Aadhar,746556,896064,0,0,0,0
4102,23,,Aadhar,636000,846768,2,2,0,1
4103,29,2,VoterID,833064,1603260,0,0,0,0
4104,27,2,Aadhar,553980,673392,0,0,0,1
4105,47,1,Aadhar,600936,787452,10,6,0,1
4106,28,1,Aadhar,544188,818328,2,0,0,0
4107,45,1,Aadhar,843804,1020000,0,0,0,0
4108,43,2,Aadhar,615636,957684,10,3,0,0
4109,43,1,Aadhar,574188,889680,2,2,0,0
4110,49,2,Aadhar,770028,924828,0,0,0,1
4111,34,1,Aadhar,664308,819036,0,0,0,0
4112,45,1,Aadhar,319548,564864,0,0,0,1
4113,44,2,Driving,788184,970596,6,3,0,1
4114,33,1,Aadhar,627636,804456,2,0,0,0
4115,39,1,Aadhar,672156,765240,0,0,0,0
4116,45,2,Aadhar,405012,511620,2,0,0,0
4117,50,1,Aadhar,657108,750840,4,2,0,0
4118,43,1,Aadhar,700956,794028,19,2,0,1
4119,39,1,Aadhar,569820,804384,0,0,0,0
4120,49,1,Aadhar,495816,668592,0,0,0,0
4121,40,2,VoterID,675108,805608,0,0,0,0
4122,42,1,Aadhar,627636,921708,0,0,0,1
4123,48,2,Aadhar,684180,822108,6,2,0,0
4124,45,2,Aadhar,659508,896400,17,5,0,1
4125,27,1,Aadhar,716964,876972,3,3,0,1
4126,23,,Aadhar,600000,805140,0,0,0,1
4127,41,1,Aadhar,626556,772308,2,2,0,0
4128,41,2,Aadhar,577740,771840,0,0,0,1
4129,43,2,Aadhar,752556,1088100,0,0,0,0
4130,32,2,Aadhar,626556,866256,0,0,0,1
4131,34,1,Aadhar,879804,944388,3,3,0,0
4132,35,2,VoterID,672156,811356,7,3,0,1
4133,30,2,Aadhar,954156,1707996,0,0,0,0
4134,31,2,Aadhar,693108,842412,0,0,0,0
4135,33,2,Aadhar,627636,1856400,0,0,0,1
4136,25,1,Aadhar,675156,840624,0,0,0,1
4137,42,2,Aadhar,577788,800856,0,0,0,0
4138,44,2,VoterID,627636,820764,2,2,0,0
4139,47,1,Aadhar,699108,838452,0,0,0,1
4140,37,1,Driving,788184,1327092,0,0,0,0
4141,38,1,Aadhar,708156,918000,2,2,0,0
4142,37,1,Aadhar,702156,883476,0,0,0,0
4143,35,2,VoterID,815004,1255200,2,0,0,1
4144,48,2,Aadhar,724752,863760,10,2,0,1
4145,34,2,Aadhar,620184,1027200,0,0,0,0
4146,37,2,Aadhar,597936,825084,5,4,0,1
4147,30,2,Aadhar,330348,1020864,0,0,0,0
4148,36,2,Aadhar,739764,869340,0,0,0,0
4149,39,1,Aadhar,330348,792744,3,0,0,0
4150,27,2,Aadhar,719364,1036008,0,0,0,0
4151,24,,Aadhar,734556,921936,0,0,0,0
4152,26,1,Aadhar,532188,651480,0,0,0,0
4153,29,1,Aadhar,705108,852672,3,3,0,0
4154,44,2,PAN,690708,795396,13,7,0,1
4155,45,1,Aadhar,631848,948528,7,3,0,1
4156,27,1,Aadhar,696156,906000,0,0,0,0
4157,47,2,Aadhar,627636,755040,3,3,0,0
4158,31,1,Aadhar,529788,737088,0,0,0,0
4159,39,1,Aadhar,497928,714840,0,0,0,0
4160,40,1,Aadhar,488328,666840,2,2,0,0
4161,28,2,VoterID,740556,1213680,2,2,0,0
4162,35,2,Aadhar,830028,937128,2,2,0,1
4163,41,2,Aadhar,708156,855600,2,2,0,0
4164,24,,Aadhar,579396,857088,0,0,0,0
4165,34,2,Aadhar,743364,910092,4,2,0,0
4166,44,2,Aadhar,461268,967200,2,0,0,0
4167,32,2,VoterID,762564,1484064,0,0,0,0
4168,31,2,Aadhar,634836,1008444,0,0,0,0
4169,26,2,Aadhar,770556,1179300,0,0,0,1
4170,48,1,Aadhar,876276,1093476,3,2,0,0
4171,48,2,VoterID,666156,815892,0,0,0,0
4172,26,2,Aadhar,1157880,1649640,0,0,0,1
4173,25,2,Aadhar,627636,804288,0,0,0,0
4174,26,1,Aadhar,788028,903756,0,0,0,1
4175,25,1,Aadhar,544428,668400,0,0,0,1
4176,35,2,Aadhar,877476,1199940,3,0,0,0
4177,43,2,Aadhar,520728,834504,3,3,0,0
4178,27,1,Aadhar,568188,795924,0,0,0,1
4179,43,1,VoterID,719364,928080,11,6,0,1
4180,30,1,Aadhar,574188,787728,4,3,0,0
4181,25,2,VoterID,532740,714276,0,0,0,1
4182,31,1,Aadhar,574188,662400,2,2,0,0
4183,35,2,Aadhar,767364,921528,0,0,0,1
4184,35,2,Aadhar,649476,784080,0,0,0,0
4185,41,1,Aadhar,800028,917532,2,2,0,0
4186,36,2,Aadhar,651108,800868,0,0,0,1
4187,27,1,Aadhar,690156,926568,0,0,0,0
4188,31,2,Aadhar,746556,841200,0,0,0,1
4189,40,1,Aadhar,534588,762000,2,2,0,1
4190,40,2,Aadhar,592836,792000,0,0,0,1
4191,46,1,Aadhar,633636,933000,3,2,0,1
4192,28,2,Aadhar,1149588,2091660,0,0,0,1
4193,37,1,Aadhar,577164,804000,2,2,0,0
4194,48,1,Aadhar,727764,936000,6,0,0,1
4195,44,1,Aadhar,637236,818400,0,0,0,1
4196,36,1,Aadhar,525528,861600,13,3,0,1
4197,41,2,Aadhar,795384,905640,0,0,0,1
4198,36,1,Aadhar,728136,882996,0,0,0,0
4199,30,2,Driving,394008,761040,0,0,0,1
4200,43,2,Aadhar,642708,834000,0,0,0,1
4201,49,1,Aadhar,624036,787200,0,0,0,0
4202,49,,Aadhar,604836,879600,15,2,0,0
4203,47,2,Aadhar,742956,1054056,0,0,0,0
4204,47,1,Aadhar,711108,926100,6,3,0,0
4205,44,1,Aadhar,606036,702048,0,0,0,1
4206,27,1,Aadhar,606216,793836,0,0,0,1
4207,36,1,Aadhar,738876,817596,3,0,0,1
4208,38,1,Aadhar,575868,789756,2,2,0,0
4209,47,2,Aadhar,410868,611976,0,0,0,0
4210,38,,Aadhar,704508,912708,0,0,0,0
4211,27,2,Aadhar,865476,1227600,0,0,0,1
4212,36,2,Aadhar,707364,833580,0,0,0,1
4213,31,1,Aadhar,637236,742044,2,2,0,0
4214,42,2,Aadhar,736164,893100,0,0,0,1
4215,33,1,Aadhar,763356,1159200,0,0,0,0
4216,39,2,PAN,371808,592776,0,0,0,0
4217,41,2,PAN,1072260,1468944,2,2,0,1
4218,30,2,PAN,615636,838680,6,4,0,1
4219,28,2,Aadhar,580188,1180800,0,0,0,1
4220,37,1,Aadhar,568188,696420,3,3,0,0
4221,36,1,VoterID,702564,1002744,3,2,0,1
4222,24,,Aadhar,509292,807840,0,0,0,0
4223,29,1,Aadhar,484488,822600,3,2,0,0
4224,24,,Aadhar,978396,1185144,2,2,0,0
4225,39,1,Aadhar,644148,820044,4,3,0,0
4226,48,1,Aadhar,699108,897540,0,0,0,1
4227,49,2,Aadhar,535188,787320,4,3,0,1
4228,38,2,Aadhar,778428,887388,2,2,0,1
4229,30,1,Aadhar,627636,765876,2,0,0,1
4230,45,2,Aadhar,566400,781908,18,8,0,1
4231,45,2,Aadhar,592188,760800,2,0,0,1
4232,45,2,Aadhar,654048,856668,2,2,0,0
4233,29,2,Aadhar,674508,933240,0,0,0,0
4234,47,2,Aadhar,696156,850620,0,0,0,1
4235,43,1,Aadhar,713364,916476,0,0,0,1
4236,39,2,Aadhar,639636,918000,0,0,0,1
4237,35,1,Aadhar,594636,730764,0,0,0,1
4238,37,2,Aadhar,562188,814248,4,4,0,0
4239,26,1,Aadhar,484728,734004,2,0,0,0
4240,26,1,Aadhar,944232,1224000,0,0,0,0
4241,35,2,Aadhar,678108,869676,4,0,0,0
4242,38,2,Driving,486888,813516,6,3,0,0
4243,28,1,VoterID,526188,986928,0,0,0,1
4244,28,2,Aadhar,708156,847116,0,0,0,1
4245,33,1,Aadhar,640836,847692,0,0,0,1
4246,23,,Aadhar,620136,727236,0,0,0,0
4247,40,1,Aadhar,655308,826800,2,0,0,0
4248,40,2,Aadhar,708156,819708,4,3,0,0
4249,31,1,Aadhar,672156,997776,0,0,0,0
4250,32,1,Aadhar,728556,1007328,4,3,0,0
4251,33,1,Aadhar,510768,737760,11,3,0,0
4252,33,1,Aadhar,690156,864000,0,0,0,1
4253,32,1,Aadhar,652248,894132,7,0,0,0
4254,37,1,Aadhar,669756,765000,2,2,0,0
4255,35,1,Aadhar,707364,835260,0,0,0,0
4256,29,2,Aadhar,791184,956988,0,0,0,0
4257,47,2,Aadhar,809784,915372,11,4,0,0
4258,33,2,Aadhar,713364,987780,3,3,0,1
4259,40,2,Aadhar,579516,783144,5,0,0,0
4260,24,2,VoterID,1000080,1411812,0,0,0,1
4261,48,2,PAN,588936,950412,4,2,0,0
4262,40,2,Aadhar,696156,898800,0,0,0,0
4263,40,1,Aadhar,728556,880524,0,0,0,0
4264,31,1,Aadhar,409308,759612,0,0,0,1
4265,47,2,Aadhar,660156,836904,0,0,0,1
4266,26,1,Aadhar,568188,937272,0,0,0,1
4267,46,2,Aadhar,468648,804600,2,0,0,0
4268,27,1,Aadhar,657108,800580,0,0,0,1
4269,42,2,Aadhar,783600,972000,16,5,0,0
4270,43,1,Aadhar,661908,839112,7,5,0,0
4271,31,2,Aadhar,651636,826596,2,0,0,0
4272,37,1,Aadhar,849804,960000,0,0,0,1
4273,35,1,Aadhar,530460,706140,0,0,0,1
4274,26,2,Aadhar,657756,759756,11,5,0,0
4275,28,1,Aadhar,568188,772992,0,0,0,0
4276,34,1,Aadhar,438468,923400,8,5,0,1
4277,25,1,VoterID,571740,705324,0,0,0,0
4278,30,2,Aadhar,722556,1032000,0,0,0,0
4279,25,2,Aadhar,562188,848124,0,0,0,0
4280,43,1,Aadhar,594000,885996,0,0,0,0
4281,26,1,Aadhar,601836,783720,0,0,0,0
4282,27,2,Aadhar,865476,1230468,0,0,0,0
4283,31,2,Aadhar,718380,912984,0,0,0,0
4284,29,1,Aadhar,648936,777096,0,0,0,1
4285,33,2,Aadhar,892572,1053960,2,2,0,0
4286,47,2,Aadhar,484728,1263804,0,0,0,1
4287,30,1,Aadhar,792828,1125480,0,0,0,1
4288,31,2,Aadhar,995196,1781196,6,4,0,0
4289,23,,Aadhar,675108,880308,0,0,0,1
4290,43,1,Aadhar,655908,840000,0,0,0,0
4291,29,1,Aadhar,651636,893760,2,2,0,1
4292,27,1,Aadhar,794028,1042908,0,0,0,0
4293,28,1,Aadhar,413268,659952,0,0,0,0
4294,40,2,VoterID,909012,1467864,0,0,0,1
4295,46,2,Aadhar,844284,973356,0,0,0,1
4296,30,2,Aadhar,663108,906012,0,0,0,0
4297,35,1,Aadhar,633636,839796,0,0,0,0
4298,36,2,Aadhar,575820,675624,3,2,0,0
4299,30,2,Aadhar,639636,1094676,8,7,0,1
4300,45,2,Aadhar,500328,764796,5,4,0,1
4301,28,2,Aadhar,830028,1189200,0,0,0,1
4302,27,1,Aadhar,568188,767376,0,0,0,0
4303,29,2,Aadhar,585336,762132,23,4,0,1
4304,32,2,Aadhar,873804,1433532,0,0,0,0
4305,42,2,Aadhar,599736,714228,0,0,0,1
4306,27,2,Aadhar,639636,812568,5,3,0,0
4307,32,1,Aadhar,707556,965112,0,0,0,0
4308,36,1,Aadhar,532728,810708,2,0,0,0
4309,30,2,Aadhar,696156,833580,4,3,0,1
4310,30,1,Aadhar,605496,823200,0,0,0,1
4311,44,2,Aadhar,711108,802284,2,0,0,0
4312,41,2,Aadhar,661356,798168,0,0,0,0
4313,35,2,Aadhar,618936,801576,0,0,0,0
4314,37,2,Aadhar,707508,900000,20,11,0,0
4315,31,2,Aadhar,682308,832884,13,5,0,0
4316,32,2,Aadhar,570816,928104,2,0,0,1
4317,40,1,Aadhar,405312,804000,0,0,0,0
4318,40,2,Aadhar,384228,761592,0,0,0,0
4319,39,1,Aadhar,734964,867168,0,0,0,0
4320,49,1,Aadhar,721644,837276,4,4,0,1
4321,29,1,Aadhar,676308,779904,2,2,0,0
4322,44,2,Aadhar,597636,813252,3,2,0,0
4323,43,2,Aadhar,638436,887160,0,0,0,0
4324,35,1,Driving,603336,825492,2,2,0,1
4325,40,2,Aadhar,603636,692976,3,0,0,0
4326,46,2,Aadhar,838284,1016916,0,0,0,1
4327,30,1,Aadhar,450120,650280,0,0,0,0
4328,24,2,Aadhar,657456,798156,0,0,0,1
4329,43,2,Aadhar,695508,800652,4,4,0,0
4330,39,1,Aadhar,770556,1023600,6,4,0,1
4331,46,2,Aadhar,657348,879288,21,5,0,0
4332,30,2,PAN,594576,846888,0,0,0,1
4333,37,2,Aadhar,703908,963708,0,0,0,0
4334,48,2,Aadhar,1003440,1962960,2,0,0,0
4335,30,1,Aadhar,900948,1229352,3,2,0,0
4336,45,2,Aadhar,749364,852000,5,4,0,0
4337,28,1,Aadhar,425268,797520,0,0,0,0
4338,45,2,Aadhar,818028,1051272,10,4,0,1
4339,32,1,Aadhar,740964,887112,0,0,0,1
4340,33,2,Aadhar,668556,812820,7,5,0,1
4341,30,1,Aadhar,530340,753600,3,2,0,1
4342,48,2,Aadhar,493608,950148,0,0,0,1
4343,40,2,Aadhar,582588,767760,0,0,0,0
4344,41,1,Aadhar,449268,827208,3,3,0,0
4345,48,2,Aadhar,749364,868908,0,0,0,0
4346,45,1,Aadhar,646956,786084,9,2,0,1
4347,45,2,Aadhar,414420,567132,2,2,0,1
4348,37,1,Aadhar,748164,864384,5,3,0,1
4349,31,1,PAN,353544,833748,0,0,0,0
4350,28,1,Aadhar,756156,1020732,4,3,0,0
4351,40,2,Aadhar,696156,792000,2,2,0,0
4352,32,2,Aadhar,684156,974676,2,2,0,0
4353,37,1,Aadhar,556188,783840,0,0,0,0
4354,34,1,Aadhar,582936,716244,0,0,0,1
4355,35,2,Aadhar,443268,571128,0,0,0,1
4356,43,2,Aadhar,636936,802776,0,0,0,1
4357,29,2,Aadhar,861804,1038708,0,0,0,0
4358,39,1,Aadhar,496728,866472,3,2,0,1
4359,27,1,Aadhar,468156,729528,6,2,0,0
4360,49,2,Aadhar,579396,766140,2,0,0,0
4361,29,1,Aadhar,802584,967536,0,0,0,0
4362,42,1,Aadhar,730800,875676,4,4,1,1
4363,44,1,Aadhar,594036,785820,0,0,0,0
4364,48,2,Aadhar,867804,1235640,0,0,0,1
4365,24,,VoterID,849804,1196652,0,0,0,1
4366,38,2,Aadhar,709764,850404,9,3,0,1
4367,30,2,Aadhar,294108,771528,0,0,0,0
4368,43,1,Aadhar,642036,821640,8,3,0,0
4369,48,2,Aadhar,311748,808800,0,0,0,0
4370,37,1,Aadhar,813228,926136,2,2,0,0
4371,26,1,Aadhar,605316,824124,0,0,0,1
4372,38,1,Aadhar,562188,758280,3,2,0,0
4373,39,2,PAN,592980,793344,12,3,0,1
4374,42,2,Driving,507864,684840,6,2,0,0
4375,33,2,Aadhar,750564,924000,0,0,0,0
4376,44,1,Aadhar,527628,768036,0,0,0,0
4377,48,2,Aadhar,568188,749688,6,3,0,0
4378,37,2,PAN,526728,766428,0,0,0,0
4379,32,2,Aadhar,515928,1582416,0,0,0,1
4380,27,1,Aadhar,615636,1164012,0,0,0,0
4381,45,2,Aadhar,509628,704916,3,2,0,0
4382,38,2,Aadhar,651108,857520,16,11,0,0
4383,29,1,Aadhar,743364,853776,0,0,0,0
4384,25,2,Aadhar,568308,836772,3,2,0,0
4385,30,2,Aadhar,956232,1297008,0,0,0,1
4386,25,2,Aadhar,750756,1196904,2,2,0,0
4387,26,2,Aadhar,658308,897084,2,0,0,1
4388,44,1,Aadhar,483180,664524,8,3,0,1
